City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,Hearst,49.6835,-83.6665,44.85,71,100,5.64,CA,2022-10-03 01:24:22
383,Montepuez,-13.1256,38.9997,64.45,89,4,3.22,MZ,2022-10-03 01:24:22
384,Anadyr,64.75,177.4833,36.1,69,75,8.95,RU,2022-10-03 01:24:22
385,Talaya,61.3833,152.75,19.18,86,100,3.96,RU,2022-10-03 01:24:23
386,Aasiaat,68.7098,-52.8699,25.97,89,100,4.9,GL,2022-10-03 01:24:23
387,Cockburn Town,21.4612,-71.1419,82.71,76,100,7.74,TC,2022-10-03 01:24:24
388,Sabha,27.0377,14.4283,77.36,56,0,17.25,LY,2022-10-03 01:24:24
389,Byron Bay,-28.65,153.6167,65.71,57,13,9.57,AU,2022-10-03 01:24:24
390,Paamiut,61.994,-49.6678,35.33,68,59,7.52,GL,2022-10-03 01:24:25
391,Port Hedland,-20.3167,118.5667,80.65,61,0,8.05,AU,2022-10-03 01:24:25
392,Boguchany,58.3814,97.4531,29.7,86,100,5.55,RU,2022-10-03 01:24:25
393,Terrace,54.5163,-128.6035,64.31,67,75,6.91,CA,2022-10-03 01:24:26
394,Cua,10.1589,-66.8858,79.59,93,7,2.13,VE,2022-10-03 01:24:26
395,Kaspiysk,42.8816,47.6392,69.98,82,40,13.42,RU,2022-10-03 01:24:26
396,Bayir,37.2687,28.2167,68.52,76,0,8.79,TR,2022-10-03 01:24:27
397,Bosanski Novi,45.0458,16.3803,58.19,95,100,2.15,BA,2022-10-03 01:24:27
398,Leiyang,26.4024,112.8591,88.59,52,0,7.05,CN,2022-10-03 01:24:27
399,Vila Franca Do Campo,37.7167,-25.4333,73.2,87,86,11.61,PT,2022-10-03 01:24:28
400,Lavrentiya,65.5833,-171.0,39.6,71,22,11.77,RU,2022-10-03 01:24:28
401,Woodward,36.4337,-99.3904,71.96,29,0,5.75,US,2022-10-03 01:24:28
402,Paris,48.8534,2.3488,53.38,95,40,3.44,FR,2022-10-03 01:21:31
403,Baruun-Urt,46.6806,113.2792,26.06,56,0,12.44,MN,2022-10-03 01:24:29
404,Nuevo Casas Grandes,30.4167,-107.9167,67.32,61,93,5.53,MX,2022-10-03 01:24:30
405,Deputatskiy,69.3,139.9,10.51,93,94,4.03,RU,2022-10-03 01:24:30
406,Aromashevo,56.8602,68.6375,35.22,59,100,10.45,RU,2022-10-03 01:24:30
407,Prince Rupert,54.3161,-130.3201,55.49,85,75,10.36,CA,2022-10-03 01:24:31
408,Beloha,-25.1667,45.05,65.46,72,0,5.32,MG,2022-10-03 01:24:31
409,Khandyga,62.6667,135.6,27.21,46,11,5.12,RU,2022-10-03 01:25:31
410,Boyuibe,-20.4167,-63.2833,65.64,66,100,5.99,BO,2022-10-03 01:25:32
411,Riyadh,24.6877,46.7219,73.54,16,0,4.79,SA,2022-10-03 01:21:41
412,Mogadishu,2.0371,45.3438,76.32,82,100,15.77,SO,2022-10-03 01:25:32
413,Pierre,44.3683,-100.351,69.85,67,100,16.11,US,2022-10-03 01:25:33
414,Blind River,46.1834,-82.9582,41.11,60,100,1.3,CA,2022-10-03 01:25:33
415,Kardla,58.9978,22.7492,43.05,79,100,5.93,EE,2022-10-03 01:25:33
416,Emerald,-23.5333,148.1667,75.16,56,97,15.21,AU,2022-10-03 01:25:34
417,Aguimes,27.9054,-15.4461,68.67,88,20,12.66,ES,2022-10-03 01:25:34
418,Pauini,-7.7136,-66.9764,75.85,74,12,2.01,BR,2022-10-03 01:25:34
419,Mayumba,-3.432,10.6554,75.69,88,100,3.27,GA,2022-10-03 01:25:35
420,Menemen,38.6075,27.0694,69.58,52,0,8.05,TR,2022-10-03 01:25:35
421,Les Cayes,18.2,-73.75,79.48,85,100,4.21,HT,2022-10-03 01:25:35
422,Cowra,-33.8333,148.6833,62.31,61,100,1.1,AU,2022-10-03 01:23:53
423,La Ronge,55.1001,-105.2842,66.42,55,20,3.44,CA,2022-10-03 01:25:36
424,Nome,64.5011,-165.4064,46.17,57,0,6.91,US,2022-10-03 01:25:36
425,Ruteng,-8.6136,120.4721,72.34,72,24,0.49,ID,2022-10-03 01:25:37
426,Nishihara,26.1842,127.7558,85.28,70,40,12.66,JP,2022-10-03 01:25:37
427,Aksu,41.1231,80.2644,51.66,28,92,3.38,CN,2022-10-03 01:25:37
428,Conceicao Do Araguaia,-8.2578,-49.2647,86.58,25,91,2.37,BR,2022-10-03 01:25:38
429,Bauska,56.4075,24.1906,43.63,86,100,5.64,LV,2022-10-03 01:25:38
430,Alenquer,-1.9417,-54.7383,78.94,69,84,3.85,BR,2022-10-03 01:25:38
431,Nouadhibou,20.931,-17.0347,73.38,60,0,11.5,MR,2022-10-03 01:25:39
432,Sibolga,1.7427,98.7792,77.76,84,100,1.36,ID,2022-10-03 01:25:39
433,Peterhead,57.5058,-1.7981,52.2,81,13,9.31,GB,2022-10-03 01:25:39
434,Leon,21.1167,-101.6667,71.65,36,100,11.12,MX,2022-10-03 01:25:40
435,Ahuimanu,21.4447,-157.8378,80.31,85,100,12.66,US,2022-10-03 01:25:40
436,Saint Anthony,45.0205,-93.218,67.12,65,75,12.66,US,2022-10-03 01:25:40
437,Ketchikan,55.3422,-131.6461,54.07,76,0,13.8,US,2022-10-03 01:25:41
438,Luanda,-8.8368,13.2343,73.4,88,75,5.75,AO,2022-10-03 01:24:08
439,Leshukonskoye,64.8989,45.7622,36.27,98,100,4.14,RU,2022-10-03 01:25:41
440,Samarai,-10.6167,150.6667,82.35,79,85,10.02,PG,2022-10-03 01:25:41
441,Nicolas Bravo,18.45,-88.9167,77.36,72,100,2.57,MX,2022-10-03 01:25:42
442,Nagua,19.3832,-69.8474,78.31,88,100,4.32,DO,2022-10-03 01:25:42
443,Yenagoa,4.9247,6.2642,72.84,96,100,2.33,NG,2022-10-03 01:25:43
444,Abu Samrah,35.3029,37.1841,71.62,60,0,7.61,SY,2022-10-03 01:25:43
445,Bangassou,4.7413,22.8184,67.55,99,100,2.19,CF,2022-10-03 01:25:43
446,Lagoa,39.05,-27.9833,70.86,85,100,3.78,PT,2022-10-03 01:25:43
447,Prince Albert,53.2001,-105.7677,58.95,67,20,4.61,CA,2022-10-03 01:25:44
448,Humaita,-7.5061,-63.0208,76.15,78,99,1.61,BR,2022-10-03 01:25:44
449,Gazanjyk,39.2446,55.5154,54.27,15,0,14.23,TM,2022-10-03 01:25:44
450,Sembe,1.6481,14.5806,69.15,99,90,2.15,CG,2022-10-03 01:25:45
451,Abha,18.2164,42.5053,58.82,58,0,0.0,SA,2022-10-03 01:25:45
452,Asfi,32.2994,-9.2372,71.08,68,0,3.96,MA,2022-10-03 01:25:46
453,Zyryanka,65.75,150.85,28.83,72,100,3.67,RU,2022-10-03 01:25:46
454,Havre,49.5833,0.3333,52.2,100,0,5.75,FR,2022-10-03 01:25:46
455,Myaundzha,63.0494,147.1858,19.4,76,100,2.95,RU,2022-10-03 01:25:47
456,Zalantun,48.0,122.7167,42.3,40,100,12.93,CN,2022-10-03 01:26:47
457,Salo,45.6086,10.531,60.39,75,1,4.47,IT,2022-10-03 01:26:47
458,Boa Vista,2.8197,-60.6733,76.98,83,20,1.14,BR,2022-10-03 01:25:09
459,Borborema,-21.6197,-49.0736,75.06,61,2,6.51,BR,2022-10-03 01:26:48
460,Fernie,49.5,-115.0687,66.29,59,3,1.45,CA,2022-10-03 01:25:16
461,Neuquen,-38.9516,-68.0591,66.09,32,0,13.8,AR,2022-10-03 01:26:48
462,Skjervoy,70.0311,20.9714,44.78,65,12,1.45,NO,2022-10-03 01:26:49
463,Hornepayne,49.2138,-84.7705,42.21,73,100,6.78,CA,2022-10-03 01:26:49
464,Noyabrsk,63.1994,75.4507,31.06,74,100,16.64,RU,2022-10-03 01:26:50
465,Chivilcoy,-34.8957,-60.0167,61.68,45,70,10.31,AR,2022-10-03 01:26:50
466,Coari,-4.085,-63.1414,73.15,98,85,2.48,BR,2022-10-03 01:26:50
467,Mao,39.8885,4.2658,61.36,94,0,2.3,ES,2022-10-03 01:26:51
468,Qaqortoq,60.7167,-46.0333,34.95,75,34,1.21,GL,2022-10-03 01:26:51
469,Ponnani,10.767,75.9252,76.32,90,100,5.08,IN,2022-10-03 01:26:51
470,Silver City,32.7701,-108.2803,64.69,54,60,4.0,US,2022-10-03 01:26:52
471,Jibuti,11.5,42.5,80.56,65,100,6.4,DJ,2022-10-03 01:26:52
472,Demak,-6.8909,110.6396,82.36,69,100,6.96,ID,2022-10-03 01:26:52
473,Liyang,29.7057,118.2862,89.02,50,0,1.25,CN,2022-10-03 01:26:53
474,Betanzos,43.2804,-8.2147,63.25,90,100,4.61,ES,2022-10-03 01:26:53
475,Porto Novo,6.4965,2.6036,74.05,94,29,3.78,BJ,2022-10-03 01:26:53
476,Pangnirtung,66.1451,-65.7125,30.29,61,9,3.49,CA,2022-10-03 01:26:54
477,Nanuque,-17.8392,-40.3539,72.32,90,68,13.02,BR,2022-10-03 01:26:54
478,Capitan Bado,-23.2667,-55.5333,63.41,79,4,5.64,PY,2022-10-03 01:26:55
479,Bemidji,47.4736,-94.8803,59.09,88,75,0.0,US,2022-10-03 01:26:55
480,Juneau,58.3019,-134.4197,53.6,85,20,5.75,US,2022-10-03 01:24:40
481,Shimoda,34.6667,138.95,73.76,67,33,8.72,JP,2022-10-03 01:26:55
482,Barra,-11.0894,-43.1417,80.42,46,17,8.5,BR,2022-10-03 01:26:56
483,Urumqi,43.801,87.6005,34.75,56,0,2.24,CN,2022-10-03 01:26:56
484,Ursulo Galvan,22.7333,-98.3,82.67,80,88,5.64,MX,2022-10-03 01:26:57
485,Yangmei,24.1023,112.5618,81.52,65,0,1.57,CN,2022-10-03 01:26:57
486,Nanakuli,21.3906,-158.1547,80.55,78,100,11.5,US,2022-10-03 01:26:57
487,Laguna,38.421,-121.4238,83.43,46,0,10.36,US,2022-10-03 01:26:58
488,Deep River,46.1001,-77.4995,36.95,65,25,2.95,CA,2022-10-03 01:24:01
489,Ariquemes,-9.9133,-63.0408,74.68,87,58,2.44,BR,2022-10-03 01:26:58
490,Valparaiso,-33.0393,-71.6273,56.48,94,100,3.44,CL,2022-10-03 01:22:08
491,Mianyang,31.4593,104.7542,63.84,90,100,18.03,CN,2022-10-03 01:26:59
492,Artyom,40.4723,50.333,73.54,64,40,23.29,AZ,2022-10-03 01:26:59
493,Cururupu,-1.8283,-44.8683,77.54,86,27,5.77,BR,2022-10-03 01:22:51
494,Ilo,-17.6394,-71.3375,59.9,84,52,2.19,PE,2022-10-03 01:26:59
495,Svetlyy,54.675,20.1347,54.97,86,100,13.65,RU,2022-10-03 01:27:00
496,Pimentel,-6.8367,-79.9342,62.82,87,76,13.38,PE,2022-10-03 01:27:00
497,Hervey Bay,-25.2986,152.8535,72.01,60,16,8.99,AU,2022-10-03 01:27:01
498,Hailey,43.5196,-114.3153,63.81,50,100,8.01,US,2022-10-03 01:27:01
499,Balasheyka,53.2841,48.0851,55.67,72,93,11.36,RU,2022-10-03 01:27:01
500,Nanortalik,60.1432,-45.2371,36.48,83,12,10.58,GL,2022-10-03 01:27:02
501,Lithgow,-33.4833,150.15,58.62,43,13,4.56,AU,2022-10-03 01:28:02
502,Puerto Madryn,-42.7692,-65.0385,48.33,64,100,16.8,AR,2022-10-03 01:28:02
503,Katherine,-14.4667,132.2667,88.12,42,0,10.36,AU,2022-10-03 01:25:06
504,Tigil,57.8,158.6667,38.55,91,100,11.14,RU,2022-10-03 01:28:03
505,Ancud,-41.8697,-73.8203,50.29,74,100,4.56,CL,2022-10-03 01:28:03
506,Chumikan,54.7183,135.315,38.7,66,66,20.0,RU,2022-10-03 01:28:04
507,Nileshwar,12.25,75.1,77.63,88,100,7.83,IN,2022-10-03 01:28:04
508,Acapulco,16.8634,-99.8901,82.22,65,40,5.75,MX,2022-10-03 01:24:37
509,Obihiro,42.9172,143.2044,62.01,81,100,3.85,JP,2022-10-03 01:28:05
510,Gurlan,41.8447,60.3919,39.11,32,0,9.26,UZ,2022-10-03 01:28:05
511,Kuusamo,65.9667,29.1833,44.64,93,100,8.05,FI,2022-10-03 01:28:05
512,Juchipila,21.4167,-103.1167,77.88,45,100,1.45,MX,2022-10-03 01:28:06
513,New Philadelphia,40.4898,-81.4457,52.92,85,0,1.01,US,2022-10-03 01:28:06
514,Campoverde,-8.4753,-74.8058,83.89,62,85,1.41,PE,2022-10-03 01:23:10
515,Minab,27.1467,57.0801,81.88,80,0,1.52,IR,2022-10-03 01:28:06
516,Brae,60.3964,-1.353,53.31,93,36,15.73,GB,2022-10-03 01:28:07
517,Klaksvik,62.2266,-6.589,52.72,89,56,20.13,FO,2022-10-03 01:28:07
518,Voh,-20.9667,164.7,77.58,55,100,9.66,NC,2022-10-03 01:28:07
519,Kieta,-6.2167,155.6333,86.11,62,63,4.85,PG,2022-10-03 01:28:08
520,Pandan,14.0453,124.1694,85.23,71,69,8.05,PH,2022-10-03 01:28:08
521,Tay Ninh,11.3,106.1,80.13,82,100,4.07,VN,2022-10-03 01:28:08
522,Kuching,1.55,110.3333,77.22,94,20,3.44,MY,2022-10-03 01:28:09
523,Huanan,46.2167,130.5167,54.05,90,100,11.01,CN,2022-10-03 01:28:09
524,Gravelbourg,49.8834,-106.5512,57.47,47,100,1.61,CA,2022-10-03 01:28:10
525,Karwar,14.8,74.1333,76.35,90,100,8.48,IN,2022-10-03 01:28:10
526,Kapit,2.0167,112.9333,73.99,100,100,0.02,MY,2022-10-03 01:28:10
527,San Quintin,30.4833,-115.95,69.19,76,48,13.65,MX,2022-10-03 01:28:11
528,Axim,4.8699,-2.2405,75.4,91,99,4.25,GH,2022-10-03 01:28:11
529,Neringa,55.3719,21.0647,55.72,81,100,12.93,LT,2022-10-03 01:28:12
530,Bure,10.7,37.0667,56.19,94,96,1.81,ET,2022-10-03 01:28:12
531,Morehead,37.2711,-87.1764,65.98,69,0,3.44,US,2022-10-03 01:25:10
532,Mahibadhoo,3.7833,72.9667,80.74,77,100,16.98,MV,2022-10-03 01:28:13
533,Qui Nhon,13.7667,109.2333,78.93,85,100,5.95,VN,2022-10-03 01:28:13
534,Severodvinsk,64.5635,39.8302,30.31,72,97,5.66,RU,2022-10-03 01:28:13
535,Saldanha,-33.0117,17.9442,57.25,86,100,3.11,ZA,2022-10-03 01:28:14
536,Novoagansk,61.9449,76.6625,30.27,74,100,10.83,RU,2022-10-03 01:28:14
537,Dicabisagan,17.0818,122.4157,81.37,83,95,4.94,PH,2022-10-03 01:28:14
538,Coahuayana,18.7333,-103.6833,75.2,98,100,4.18,MX,2022-10-03 01:28:15
539,Zeya,53.75,127.2667,31.5,58,6,9.06,RU,2022-10-03 01:28:15
540,Price,39.5994,-110.8107,58.26,82,0,4.61,US,2022-10-03 01:28:15
541,Trofors,65.5333,13.4063,46.27,93,100,5.37,NO,2022-10-03 01:28:16
542,Damietta,31.4165,31.8133,78.69,77,0,13.27,EG,2022-10-03 01:28:16
543,Camacha,33.0833,-16.3333,65.62,73,20,5.75,PT,2022-10-03 01:28:17
544,Canto Do Buriti,-8.11,-42.9444,80.15,28,6,4.14,BR,2022-10-03 01:28:17
545,Posadas,-27.3671,-55.8961,67.98,60,0,6.91,AR,2022-10-03 01:28:17
546,San Andres,12.5847,-81.7006,80.62,83,75,0.0,CO,2022-10-03 01:28:18
547,Zhezkazgan,47.8043,67.7144,28.38,46,0,13.42,KZ,2022-10-03 01:28:18
548,Ust-Maya,60.4167,134.5333,28.96,63,100,8.84,RU,2022-10-03 01:28:18
549,Monroe,43.1501,-77.6831,53.96,72,20,10.36,US,2022-10-03 01:28:08
550,Atar,20.5169,-13.0499,89.17,26,5,6.8,MR,2022-10-03 01:29:19
551,Baoying,33.2292,119.3092,91.76,42,9,7.85,CN,2022-10-03 01:29:19
552,Quang Ngai,15.1167,108.8,79.56,82,16,2.89,VN,2022-10-03 01:24:55
553,Antofagasta,-23.65,-70.4,58.28,74,44,5.01,CL,2022-10-03 01:26:04
554,Chulym,55.0997,80.9572,27.97,89,8,3.15,RU,2022-10-03 01:29:20
555,Yuncheng,35.0231,110.9928,60.6,93,100,17.13,CN,2022-10-03 01:29:20
556,La Suiza,9.8524,-83.6133,70.77,97,100,1.99,CR,2022-10-03 01:29:20
557,Banda Aceh,5.5577,95.3222,82.38,68,25,13.11,ID,2022-10-03 01:29:21
558,Shingu,33.7333,135.9833,76.1,75,100,5.21,JP,2022-10-03 01:28:01
559,San Carlos De Bariloche,-41.1456,-71.3082,56.01,47,75,5.75,AR,2022-10-03 01:29:21
560,Zhanaozen,43.3,52.8,51.71,30,16,20.42,KZ,2022-10-03 01:29:22
561,Ozinki,51.1786,49.6769,57.4,42,44,18.9,RU,2022-10-03 01:29:22
562,Tilichiki,60.4667,166.1,38.44,68,82,9.22,RU,2022-10-03 01:29:22
563,Buraydah,26.326,43.975,66.65,14,0,6.51,SA,2022-10-03 01:29:23
564,Ambilobe,-13.2,49.05,62.62,80,0,4.03,MG,2022-10-03 01:29:23
565,Tanout,14.9709,8.8879,86.94,41,100,14.34,NE,2022-10-03 01:29:23
566,Northam,51.0333,-4.2167,44.26,81,93,5.66,GB,2022-10-03 01:29:24
567,Nawa,27.0167,75.0,75.4,58,0,11.18,IN,2022-10-03 01:29:24
568,Dunedin,-45.8742,170.5036,50.2,60,40,19.53,NZ,2022-10-03 01:26:46
569,Rio Grande,-32.035,-52.0986,53.71,85,0,2.01,BR,2022-10-03 01:29:25
570,Luis Correia,-2.8792,-41.6669,78.49,82,21,14.63,BR,2022-10-03 01:29:25
571,Coihueco,-36.6167,-71.8333,50.74,82,0,4.61,CL,2022-10-03 01:29:25
572,Tezu,27.9167,96.1667,79.34,76,96,0.72,IN,2022-10-03 01:29:26
573,Salto,-31.3833,-57.9667,57.87,80,0,4.94,UY,2022-10-03 01:29:26
574,Konevo,62.1215,39.3192,36.45,96,74,4.99,RU,2022-10-03 01:29:27
